Date,Open,High,Low,Close,Volume,FiveMVA,FIfteenMVA,Signal,ActiveValue,ActiveReturn,PassiveValue,PassiveReturn
6/23/2023,129.11,130.84,128.28,129.33,71855200,126.6719988,125.39,,104582.28,0.05,116903.2,0.17
6/26/2023,129.33,131.49,127.1,127.33,59989300,127.115999,125.8273337,,102964.98,0.03,115095.37,0.15
6/27/2023,128.63,130.09,127.55,129.18,46801000,127.4839998,126.0326671,,104460.97,0.04,116767.6,0.17
6/28/2023,128.94,131.48,128.44,129.04,52149500,128.1639986,126.2913331,,104347.76,0.04,116641.05,0.17
6/29/2023,128.77,129.26,127.26,127.9,40761000,129.0059968,126.4533326,,103425.91,0.03,115610.6,0.16
6/30/2023,129.47,131.25,128.95,130.36,54310500,128.5559984,126.8979992,,105415.18,0.05,117834.23,0.18
7/3/2023,130.82,131.85,130.07,130.22,28264800,128.7619982,127.3053326,,105301.97,0.05,117707.68,0.18
7/5/2023,130.24,131.4,129.64,130.38,35895400,129.339998,127.7579993,,105431.36,0.05,117852.31,0.18
7/6/2023,128.25,128.73,127.37,128.36,40639900,129.5800004,128.0119997,,103797.89,0.04,116026.4,0.16
7/7/2023,128.59,130.97,128.13,129.78,41928700,129.444002,128.1253328,,104946.16,0.05,117309.95,0.17
7/10/2023,129.07,129.28,125.92,127.13,61889300,129.8200014,128.3493329,,102803.25,0.03,114914.58,0.15
7/11/2023,127.75,129.77,127.35,128.78,49951500,129.1740006,128.3506659,,104137.52,0.04,116406.04,0.16
7/12/2023,130.31,131.26,128.83,130.8,54022800,128.8860002,128.5699993,,105770.99,0.06,118231.95,0.18
7/13/2023,134.04,134.67,132.71,134.3,61091500,128.9699998,128.9046663,,108601.25,0.09,121395.65,0.21
